City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,description
462,Upernavik,72.7868,-56.1549,38.88,91,99,7.14,GL,overcast clouds
463,Hualmay,-11.0964,-77.6139,66.16,73,45,7.47,PE,scattered clouds
464,Beihai,21.4833,109.1,84.4,81,1,14.83,CN,clear sky
465,Yenangyaung,20.4667,94.8833,82.67,69,45,11.77,MM,scattered clouds
466,Republic,37.12,-93.4802,86.36,74,1,5.99,US,clear sky
467,Saint Stephen,50.3333,-4.9,74.16,77,40,9.22,GB,scattered clouds
468,Saldanha,-33.0117,17.9442,68.05,54,11,6.08,ZA,few clouds
469,Walvis Bay,-22.9575,14.5053,78.1,17,1,7.67,NA,clear sky
470,Ulaangom,49.9811,92.0667,71.74,57,100,5.23,MN,overcast clouds
471,Narasannapeta,18.4167,84.05,84.4,78,88,5.86,IN,overcast clouds
472,Pimentel,-6.8367,-79.9342,70.0,77,90,2.3,PE,overcast clouds
473,Bathsheba,13.2167,-59.5167,86.61,74,40,14.97,BB,scattered clouds
474,Mariel,22.9875,-82.7536,87.94,67,61,5.41,CU,broken clouds
475,Yar-Sale,66.8333,70.8333,56.84,65,100,9.8,RU,overcast clouds
476,Calbuco,-41.768,-73.1273,36.61,68,100,6.62,CL,overcast clouds
477,Berezovyy,51.6667,135.7,74.57,65,66,3.76,RU,broken clouds
478,Faya,18.3851,42.4509,80.71,44,87,6.04,SA,overcast clouds
479,Marica,-22.9194,-42.8186,82.29,46,0,2.98,BR,clear sky
480,Cruzeiro Do Sul,-29.5128,-51.9853,81.09,52,0,5.1,BR,clear sky
481,Novolabinskaya,45.1096,39.894,83.55,31,19,6.87,RU,few clouds
482,Masterton,-40.9597,175.6575,38.97,96,2,4.25,NZ,clear sky
483,Orangeburg,33.4918,-80.8557,86.18,63,1,0.0,US,clear sky
484,Kharan,28.5833,65.4167,103.82,14,97,2.91,PK,overcast clouds
485,Novobirilyussy,56.9514,90.6661,67.62,68,53,5.93,RU,broken clouds
486,Hovd,48.0056,91.6419,71.38,38,78,2.98,MN,broken clouds
487,Luang Prabang,19.8856,102.1347,75.24,99,96,2.06,LA,overcast clouds
488,Rochester,43.1548,-77.6156,79.43,65,90,4.0,US,overcast clouds
489,Paralimni,35.0375,33.9833,93.69,86,0,5.99,CY,clear sky
490,Chicomuselo,15.7667,-92.2667,77.02,67,98,2.44,MX,overcast clouds
491,Brookings,44.3114,-96.7984,79.21,69,1,9.22,US,clear sky
492,Vila,42.0304,-8.1588,65.7,66,65,7.63,PT,broken clouds
493,Point Pleasant,40.0832,-74.0682,85.23,58,1,1.01,US,clear sky
494,Baoding,38.8511,115.4903,78.69,82,3,3.42,CN,clear sky
495,Acatlan,20.15,-98.45,63.0,49,7,2.57,MX,clear sky
496,Altus,34.6381,-99.334,85.51,67,1,10.36,US,clear sky
497,Padang,-0.9492,100.3543,78.85,86,82,3.31,ID,broken clouds
498,Irtyshskiy,58.3333,68.1333,63.21,89,100,1.61,RU,overcast clouds
499,El Tocuyo,9.7873,-69.7937,73.26,48,91,4.85,VE,overcast clouds
500,Karasjok,69.4719,25.5112,53.71,80,100,17.25,NO,overcast clouds
501,Mersing,2.4312,103.8405,80.51,94,95,4.61,MY,overcast clouds
502,Batemans Bay,-35.7167,150.1833,48.2,72,70,6.04,AU,broken clouds
503,Shingu,33.7333,135.9833,77.92,91,49,4.81,JP,scattered clouds
504,Norrtalje,59.758,18.705,79.29,48,61,6.98,SE,broken clouds
505,Bom Jesus Da Lapa,-13.255,-43.4181,82.69,33,9,7.2,BR,clear sky
506,Katrineholm,58.9959,16.2072,82.54,26,72,4.23,SE,broken clouds
507,Ust-Kulom,61.6864,53.6902,58.26,38,67,7.87,RU,broken clouds
508,Martapura,-3.4167,114.85,75.29,94,6,0.0,ID,clear sky
509,Tilichiki,60.4667,166.1,48.45,97,100,2.55,RU,overcast clouds
510,Cedar City,37.6775,-113.0619,72.39,61,1,0.0,US,clear sky
511,Lewisporte,49.2499,-55.0482,64.11,94,100,3.8,CA,overcast clouds
512,Sao Felix Do Xingu,-6.6447,-51.995,91.63,26,96,5.48,BR,overcast clouds
513,Linxia,35.6003,103.2064,72.45,65,51,2.57,CN,broken clouds
514,Pak Phanang,8.3511,100.202,85.06,78,100,9.6,TH,overcast clouds
515,Seoul,37.5683,126.9778,80.11,89,0,4.61,KR,clear sky
516,Tutoia,-2.7619,-42.2744,91.38,48,21,4.61,BR,few clouds
517,Vrangel,42.7297,133.0839,73.98,93,4,4.56,RU,clear sky
518,Zharkent,44.1628,80.0,84.76,15,0,7.83,KZ,clear sky
519,Batagay,67.6333,134.6333,60.87,67,75,4.9,RU,broken clouds
520,Pangkalanbuun,-2.6833,111.6167,74.71,90,4,3.2,ID,clear sky
521,Barra Do Corda,-5.5,-45.25,91.51,31,32,8.59,BR,scattered clouds
522,Santa Isabel Do Rio Negro,-0.4139,-65.0192,74.79,97,98,2.37,BR,overcast clouds
523,Aswan,24.0934,32.907,105.1,15,0,13.8,EG,clear sky
524,Samagaltay,50.6022,95.0047,58.75,87,81,8.16,RU,light rain
525,Boyolangu,-8.1181,111.8935,73.44,87,54,3.91,ID,broken clouds
526,Okhotsk,59.3833,143.3,56.39,93,93,7.99,RU,overcast clouds
527,Saint-Augustin,51.226,-58.6502,56.68,69,90,8.77,CA,overcast clouds
528,Broken Hill,-31.95,141.4333,47.08,70,23,22.03,AU,few clouds
529,Guane,22.2025,-84.0875,88.45,55,6,3.91,CU,clear sky
530,Krasnoselkup,65.7,82.4667,64.31,84,100,11.16,RU,light rain
531,Meoqui,28.2833,-105.4833,72.14,45,84,5.35,MX,broken clouds
532,Lata,40.1629,-8.3327,82.49,44,5,12.75,PT,clear sky
533,Novyy Nekouz,57.9029,38.07,63.39,47,95,4.18,RU,overcast clouds
534,Chuzhou,32.3219,118.2978,76.66,92,100,10.29,CN,light rain
535,Lorengau,-2.0226,147.2712,80.82,81,9,6.29,PG,clear sky
536,Sambava,-14.2667,50.1667,72.91,74,6,18.79,MG,clear sky
537,Shelburne,44.0787,-80.2041,71.28,55,91,15.79,CA,overcast clouds
538,Rockhampton,-23.3833,150.5,55.29,67,0,3.44,AU,clear sky
539,Ahipara,-35.1667,173.1667,52.0,87,19,9.08,NZ,few clouds
540,Madaoua,14.073,5.96,87.76,50,91,10.51,NE,overcast clouds
541,Demak,-6.8909,110.6396,77.94,77,0,4.72,ID,clear sky
542,Dunmore East,52.1514,-6.9861,74.62,63,0,6.91,IE,clear sky
543,Gorontalo,0.5412,123.0595,75.13,84,99,3.4,ID,light rain
544,Formosa,-26.1775,-58.1781,84.18,34,0,20.71,AR,clear sky
545,Baruun-Urt,46.6806,113.2792,65.43,50,47,7.78,MN,scattered clouds
546,Cooma,-36.2333,149.1333,38.97,87,75,19.57,AU,light rain
547,Skibbereen,51.55,-9.2667,73.2,71,21,5.91,IE,few clouds
548,Nanzhang,31.7765,111.8386,75.56,90,0,4.47,CN,clear sky
549,Ndele,8.4109,20.6473,78.96,87,78,4.0,CF,light rain
550,Weinan,34.5036,109.5089,83.89,65,0,6.13,CN,clear sky
551,Cocentaina,38.7398,-0.4398,93.54,44,0,6.76,ES,clear sky
552,San Patricio,28.017,-97.5169,87.89,61,0,13.27,US,clear sky
553,Vanavara,60.34,102.2797,66.51,71,3,3.58,RU,clear sky
554,Abu Kamal,34.4506,40.9171,102.78,20,0,7.09,SY,clear sky
555,Sur,22.5667,59.5289,95.36,51,73,10.6,OM,broken clouds
556,Sharlyk,52.9167,54.75,74.62,41,43,11.81,RU,scattered clouds
557,Nouadhibou,20.931,-17.0347,75.18,78,20,18.41,MR,few clouds
558,Pasighat,28.0667,95.3333,79.59,96,98,3.04,IN,very heavy rain
559,Hay River,60.8156,-115.7999,53.58,87,75,11.5,CA,light rain
560,Sungaipenuh,-2.0833,101.3833,67.26,95,91,0.67,ID,light rain
561,Chakulia,22.4833,86.7167,81.95,85,100,8.55,IN,overcast clouds
562,Nantucket,41.2835,-70.0995,78.91,66,1,4.61,US,clear sky
563,Celestun,20.8667,-90.4,83.89,69,63,4.16,MX,broken clouds
564,Yeppoon,-23.1333,150.7333,55.18,51,0,8.93,AU,clear sky
565,Marawi,7.9986,124.2928,70.74,87,80,6.24,PH,broken clouds
566,Port Blair,11.6667,92.75,82.62,84,100,19.93,IN,overcast clouds
567,Rock Sound,24.9,-76.2,81.48,76,88,9.57,BS,overcast clouds
568,Tougan,13.0667,-3.0667,94.01,37,74,6.17,BF,broken clouds
569,Filadelfia,39.9523,-75.1638,85.21,53,20,1.01,US,few clouds
570,Alyangula,-13.8483,136.4192,73.09,86,96,11.25,AU,overcast clouds
571,San Quintin,30.4833,-115.95,69.21,84,100,5.59,MX,overcast clouds
572,Ilulissat,69.2167,-51.1,44.62,76,75,16.11,GL,broken clouds
573,Mendoza,-32.8908,-68.8272,51.33,50,40,3.44,AR,scattered clouds
574,Bennettsville,34.6174,-79.6848,86.14,65,1,1.01,US,clear sky
575,Koungou,-12.7336,45.2042,76.71,61,0,17.27,YT,clear sky
576,Shepsi,44.0361,39.1489,81.1,61,4,4.43,RU,clear sky
577,Grand Gaube,-20.0064,57.6608,70.2,67,52,3.0,MU,broken clouds
578,Wanning,18.8003,110.3967,79.83,88,72,8.52,CN,broken clouds
579,Aiquile,-18.2041,-65.1807,72.41,30,0,4.12,BO,clear sky
580,Colgong,25.2667,87.2167,81.7,83,17,6.78,IN,few clouds
581,Prado,-17.3411,-39.2208,77.65,50,40,10.0,BR,scattered clouds
582,Vao,-22.6667,167.4833,70.7,85,31,8.23,NC,scattered clouds
583,Fereydunshahr,32.941,50.121,79.45,21,87,12.88,IR,overcast clouds
584,Luanda,-8.8368,13.2343,75.2,73,20,11.5,AO,few clouds
585,Fort-De-France,14.6089,-61.0733,86.02,60,90,11.5,MQ,overcast clouds
586,Ust-Kuyga,70.0167,135.6,55.22,67,100,6.89,RU,overcast clouds
587,Todos Santos,23.45,-110.2167,90.1,84,11,5.23,MX,few clouds
588,Fort Nelson,58.8053,-122.7002,58.59,77,75,3.44,CA,broken clouds
589,Itarema,-2.9248,-39.9167,88.66,44,59,14.76,BR,broken clouds
590,Shalinskoye,55.7228,93.7594,63.75,78,69,7.0,RU,broken clouds
591,Aguimes,27.9054,-15.4461,76.66,61,20,32.21,ES,few clouds
592,Stade,53.6,9.4833,85.37,52,57,8.43,DE,broken clouds
593,Saravan,39.7196,45.6483,79.45,57,39,7.52,AM,scattered clouds
594,Baracoa,20.3467,-74.4958,85.82,69,98,5.39,CU,overcast clouds
595,Puro,12.4841,123.3827,82.62,77,100,20.24,PH,overcast clouds
596,Jumla,29.2747,82.1838,65.82,96,100,1.45,NP,overcast clouds
597,Khandbari,27.3747,87.2039,75.83,94,70,1.3,NP,broken clouds
598,Samarai,-10.6167,150.6667,79.18,87,86,10.18,PG,overcast clouds
599,Medvedka,61.1629,46.387,56.1,52,100,7.76,RU,overcast clouds
600,Jardim,-21.4803,-56.1381,88.7,24,0,9.91,BR,clear sky
601,Callaguip,18.0714,120.4867,80.82,89,100,20.38,PH,light rain
602,Gotsu,35.0,132.2167,76.41,78,95,5.73,JP,overcast clouds
603,Tabas,33.5959,56.9244,105.33,8,0,17.81,IR,clear sky
604,Vila Do Maio,15.1333,-23.2167,84.99,73,94,8.66,CV,overcast clouds
605,Atar,20.5169,-13.0499,104.92,15,66,6.46,MR,broken clouds
606,Bauchi,10.5,10.0,79.68,73,72,2.53,NG,moderate rain
607,Pella,59.7775,30.8181,69.57,36,43,6.17,RU,scattered clouds
608,Calvinia,-31.4707,19.776,56.44,19,22,10.04,ZA,few clouds
609,Paracuru,-3.41,-39.0306,87.82,43,76,14.14,BR,broken clouds
610,Sitrah,26.1547,50.6206,102.42,58,0,4.0,BH,clear sky
611,Ulety,51.3572,112.4849,55.13,87,33,2.84,RU,scattered clouds
612,Prieska,-29.6641,22.7474,61.48,9,0,7.81,ZA,clear sky
613,Kurilsk,45.2333,147.8833,63.46,91,71,4.27,RU,broken clouds
614,Ismailia,30.6043,32.2723,89.67,43,0,11.5,EG,clear sky
615,Flinders,-34.5833,150.8552,57.25,64,67,4.0,AU,light rain
616,Dawei,14.0833,98.2,76.91,90,100,7.72,MM,moderate rain
617,Sovetskiy,61.3614,63.5842,64.54,66,91,5.1,RU,overcast clouds
618,Longyan,25.1072,117.0225,75.13,96,9,2.68,CN,clear sky
619,Dorfen,48.2667,12.15,83.46,65,95,7.02,DE,overcast clouds
620,Murray Bridge,-35.1167,139.2667,50.43,73,67,18.66,AU,broken clouds
621,Dungarvan,52.0881,-7.6253,74.52,76,78,4.0,IE,broken clouds
622,North Bend,43.4065,-124.2243,58.06,94,90,6.91,US,overcast clouds
623,Le Port,-20.9373,55.2919,71.56,72,21,1.21,RE,few clouds
624,Jiwani,25.05,61.7417,83.1,84,94,12.82,PK,overcast clouds
625,Khani,41.9563,42.9566,71.17,79,63,5.1,GE,broken clouds
626,Santa Rosa,14.3122,121.1114,80.91,93,100,15.82,PH,overcast clouds
627,Port Macquarie,-31.4333,152.9167,48.16,71,5,7.0,AU,clear sky
628,Alice Springs,-23.7,133.8833,44.15,45,67,5.75,AU,broken clouds
629,Osmena,10.5208,119.9258,83.64,79,100,15.28,PH,light rain
630,Songjianghe,42.1859,127.479,68.31,82,31,2.53,CN,scattered clouds
631,Ucluelet,48.9329,-125.5528,66.09,92,19,5.97,CA,few clouds
632,Ust-Tsilma,65.441,52.1498,53.28,58,54,9.33,RU,broken clouds
633,Tiznit,29.5833,-9.5,97.38,20,93,4.36,MA,overcast clouds
634,Praia Da Vitoria,38.7333,-27.0667,79.05,69,20,15.12,PT,few clouds
635,Sterling,39.0062,-77.4286,83.95,65,75,1.99,US,broken clouds
636,Coffs Harbour,-30.3,153.1333,53.56,50,0,6.91,AU,clear sky
637,Maniitsoq,65.4167,-52.9,39.92,76,51,9.62,GL,broken clouds
638,Zaysan,47.4667,84.8667,73.94,42,0,6.98,KZ,clear sky
639,Sistranda,63.7256,8.834,69.76,81,98,8.84,NO,overcast clouds
640,Strezhevoy,60.7333,77.5889,73.38,61,29,7.31,RU,scattered clouds
641,Marion,39.7684,-86.1555,83.28,72,40,12.66,US,scattered clouds
642,Lichinga,-13.3128,35.2406,59.09,63,75,13.8,MZ,broken clouds
643,Port Shepstone,-30.7414,30.455,57.87,69,38,1.9,ZA,scattered clouds
644,Fuxin,42.0156,121.6589,75.88,82,85,7.49,CN,overcast clouds
645,Samarinda,-0.5,117.15,74.88,94,45,2.66,ID,scattered clouds
646,Dhandhuka,22.3667,71.9833,87.24,64,57,13.94,IN,broken clouds
647,Kupang,-10.1667,123.5833,71.98,78,20,7.2,ID,few clouds
648,Troitsko-Pechorsk,62.7084,56.1964,56.28,54,74,4.43,RU,broken clouds
649,Santa Maria,-29.6842,-53.8069,79.9,39,0,9.22,BR,clear sky
650,Tsovagyugh,40.6303,44.9574,59.32,85,87,6.42,AM,overcast clouds
651,Yulara,-25.2406,130.9889,48.04,49,68,6.91,AU,broken clouds
652,Eastlake,41.6539,-81.4504,77.14,73,75,1.99,US,broken clouds
653,Sonepur,20.8333,83.9167,79.57,84,38,9.17,IN,scattered clouds
654,Sao Miguel Do Araguaia,-13.275,-50.1628,88.11,26,12,11.7,BR,few clouds
655,Pilar,-9.5972,-35.9567,80.53,64,41,13.11,BR,scattered clouds
656,Teonthar,24.9833,81.65,85.77,76,89,7.9,IN,overcast clouds
657,Payo,-3.7508,103.6372,74.1,90,33,3.04,ID,scattered clouds
658,Goianesia,-15.3175,-49.1175,81.84,28,0,8.61,BR,clear sky
659,Steyregg,48.2851,14.37,90.63,46,20,9.22,AT,few clouds
660,Senno,59.5336,33.9167,63.27,36,68,9.28,RU,broken clouds
661,Staryy Nadym,65.6118,72.6842,59.02,86,100,9.04,RU,light rain
662,Mosetse,-20.75,26.65,61.21,42,0,19.86,BW,clear sky
663,Severnoye,56.3491,78.3619,71.11,79,63,3.98,RU,broken clouds
664,Vilhena,-12.7406,-60.1458,86.22,37,0,17.27,BR,clear sky
665,Berlevag,70.8578,29.0864,45.36,84,100,27.94,NO,overcast clouds
666,Vredendal,-31.6683,18.5012,70.95,15,10,18.81,ZA,clear sky
667,Methven,-43.6333,171.65,37.4,72,3,8.9,NZ,clear sky
668,Kinsale,51.7075,-8.5306,72.77,68,20,8.05,IE,few clouds
669,George,-33.963,22.4617,54.95,62,0,5.75,ZA,clear sky
670,Derzhavinsk,51.1,66.3167,82.31,41,97,10.0,KZ,overcast clouds
671,Irati,-25.4672,-50.6511,70.11,40,0,4.25,BR,clear sky
672,Antofagasta,-23.65,-70.4,61.88,69,79,6.89,CL,broken clouds
673,Ghanzi,-21.5667,21.7833,67.23,22,0,11.1,BW,clear sky
674,Boa Vista,2.8197,-60.6733,84.18,65,75,2.3,BR,broken clouds
675,Namikupa,-10.8333,39.6,79.23,35,97,9.17,TZ,overcast clouds
676,Cukai,4.25,103.4167,82.54,85,100,3.29,MY,light rain
677,Luangwa,-15.6167,30.4167,72.21,45,76,9.51,ZM,broken clouds
678,Palmas,-10.2128,-48.3603,85.87,39,0,13.8,BR,clear sky
679,Manoel Urbano,-8.8389,-69.2597,90.28,36,10,2.55,BR,clear sky
680,Yerbogachen,61.2767,108.0108,64.35,70,86,2.86,RU,overcast clouds
681,Jacareacanga,-6.2222,-57.7528,94.17,28,84,4.88,BR,broken clouds
682,Takaka,-40.85,172.8,52.56,87,47,2.53,NZ,scattered clouds
683,Manggar,-2.8833,108.2667,82.38,76,5,14.05,ID,clear sky
684,Buluang,13.3068,123.3425,81.1,83,97,14.27,PH,overcast clouds
685,Hobyo,5.3505,48.5268,79.23,70,89,29.42,SO,overcast clouds
686,Waddan,29.1614,16.139,94.98,18,0,12.73,LY,clear sky
687,Sisimiut,66.9395,-53.6735,37.98,94,95,6.93,GL,overcast clouds
688,Petropavlovka,50.6114,105.3196,61.43,74,4,3.02,RU,clear sky
689,Santa Cruz,-17.8,-63.1667,85.46,45,0,20.71,BO,clear sky
690,Merke,42.8728,73.1786,85.86,22,0,5.35,KZ,clear sky
691,Peniche,39.3558,-9.3811,78.62,78,1,12.21,PT,clear sky
692,Aviles,43.5547,-5.9248,72.37,86,75,4.0,ES,broken clouds
693,Mangla,31.8931,72.3817,104.54,26,2,2.24,PK,clear sky
